Mods count: 352
 
                                     jar name                                      |     notes     |                 mod id                 |                 mod name                  |         mod version          |                                                                                                                                                                                                                                        mixin configs                                                                                                                                                                                                                                         |              modrinth hash               | curseforge hash
    /META-INF/jarjar/app.jar                                                       |               |                                        |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/crash_assistant-forge.jar                                     |               | crash_assistant                        | Crash Assistant                           | 1.11.11                      | crash_assistant.mixins.json, crash_assistant-forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                               |                                          |                
crashexploitfixer-forge-2.0.0+1.20.4-all-srg.jar                                   |               | crashexploitfixer                      | CrashExploitFixer                         | 2.0.0                        | crashexploitfixer.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                | e13d5c490b438c93a7d7169454fc12821efd6471 | 3108940712     
create-1.20.1-6.0.8.jar                                                            |               | create                                 | Create                                    | 6.0.8                        | create.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | b13d912b9247a38d66d11598c121442585a1c1e9 | 2156032012     
    /META-INF/jarjar/Ponder-Forge-1.20.1-1.0.91.jar                                |               | ponder                                 | Ponder                                    | 1.0.91                       | ponder-common.mixins.json, ponder.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                |                                          |                
    /META-INF/jarjar/Registrate-MC1.20-1.3.3.jar                                   |               |                                        |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/flywheel-forge-1.20.1-1.0.5.jar                               |               | flywheel                               | Flywheel                                  | 1.0.5                        | flywheel.impl.mixins.json, flywheel.backend.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                      |                                          |                
create-new-age-1.2.0+forge-mc1.20.1.jar                                            |               | create_new_age                         | Create: New Age                           | 1.2.0+mc1.20.1               | create_new_age-forge.mixins.json, create_new_age-common.mixins.json, create.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                      | d84322b22219888a55ad0520150ad3ef784d208a | 3358863890     
    /META-INF/jars/esl-forge-1.20.1-1.1.3+forge-mc1.20.1.jar                       |               | esl                                    | ESL                                       | 1.1.3                        | esl-forge.mixin.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |                                          |                
create_ultimate_factory-2.2.4-forge-1.20.1.jar                                     |               | create_ultimate_factory                | Create: Ultimate Factory                  | 2.2.4                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 10f24a41f17d7d2fe8925548a5014074c7c2900a | 1461562308     
createbetterfps-1.20.1-1.1.2.jar                                                   |               | createbetterfps                        | CreateBetterFps                           | 1.1.2                        | createbetterfps.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | e3906e1b5cc33ad9ff930fc65b316564a3059fbf | 2685494447     
createcobblestone-1.4.11+forge-1.20.1-142.jar                                      |               | createcobblestone                      | Create cobblestone                        | 1.4.11+forge-1.20.1-142      | createcobblestone.mixins.json, createcobblestone-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                          | 348ee4e28efbe5f2858df0aeb272c57d9ceca216 | 790339173      
CreativeCore_FORGE_v2.12.36_mc1.20.1.jar                                           |               | creativecore                           | CreativeCore                              | 2.12.36                      | creativecore.mixins.json, creativecore.mixins.refmap.json, creativecore.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                    | a34fda54652ce8ca8046f4d2d2a78d019d74e24b | 1267408563     
creeperoverhaul-3.0.2-forge.jar                                                    |               | creeperoverhaul                        | Creeper Overhaul                          | 3.0.2                        | creeperoverhaul-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 01e3275d3eb586c953ac786b1afee6e473eef947 | 176422656      
    /META-INF/jars/resourcefullib-forge-1.20.1-2.1.20.jar                          |               | resourcefullib                         | Resourceful Lib                           | 2.1.20                       |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jars/yabn-1.0.3.jar                                              |               | com_teamresourceful_yabn               | yabn                                      | 1.0.3                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jars/bytecodecs-1.0.2.jar                                        |               | com_teamresourceful_bytecodecs         | bytecodecs                                | 1.0.2                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
Critters n' Crawlers-2.2.5-mc1.20.1.jar                                            |               | cnc                                    | Critters n' Crawlers                      | 2.2.5                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 40894b45e05db8710fc967e4fae1a064de1510a6 | 3782169224     
crittersandcompanions-forge-1.20.1-2.3.5.jar                                       |               | crittersandcompanions                  | Critters and Companions                   | 1.20.1-2.3.5                 | crittersandcompanions.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                            | 2f1e69f8c2df17459aff94762dbf197301e67d95 | 3069885784     
Cucumber-1.20.1-7.0.16.jar                                                         |               | cucumber                               | Cucumber Library                          | 7.0.16                       | cucumber.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | 88a9ec30e4acb5c80a3ae060ad70b79e945293c6 | 1548502984     
cultofazazelforge-1.1.4.9a.jar                                                     |               | netherman                              | Cult of Azazel                            | 1.1.4.9a                     |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | a2dd786a44ef231286d51b94a02b4766a4b77846 | 888807499      
cupboard-1.20.1-3.9.jar                                                            |               | cupboard                               | Cupboard utilities                        | 1.20.1-3.9                   | cupboard.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | b44f4d66a62f2accca149b22a5418b9c92c6c9cc | 1602193983     
curios-forge-5.14.1+1.20.1.jar                                                     |               | curios                                 | Curios API                                | 5.14.1+1.20.1                | curios.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 452175b95ad3db6ff58bb8968f6bf7a9d1e0f480 | 1288931317     
curiouslanterns-1.20.1-1.3.7.jar                                                   |               | curiouslanterns                        | Curious Lanterns                          | 1.20.1-1.3.7                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 072677d8205e108b69074baa032f62668ad6edb6 | 1502989370     
CustomStartingGear-1.20-2.0.3.jar                                                  |               | customstartinggear                     | Custom Starter Gear                       | 2.0.3                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 30b8b2bff57d04498c730aa5a42ed804f3ea32f7 | 4249869091     
damageindicator-2.2.1-1.20.1.jar                                                   |               | damageindicator                        | JeremySeq's Damage Indicator              | 2.2.1-1.20.1                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 3c1b92bc44a41c913b58fe20ebde03610018f5ba | 2983036234     
Data_Anchor-forge-1.20.1-1.0.0.20.jar                                              |               | dataanchor                             | Data Anchor                               | 1.0.0.20                     | dataanchor-common.mixins.json, dataanchor.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                        | f16089cc8af8e5dca8f5a14dc7bab11840d9b9a8 | 67469579       
defaultoptions-forge-1.20.1-18.0.5.jar                                             |               | defaultoptions                         | Default Options                           | 18.0.5                       | defaultoptions.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | dddab6a5ff092b4535e9fdfb01e1e011afb90e57 | 4092597210     
DefaultWorldType-1.20.1-4.0.5.jar                                                  |               | defaultworldtype                       | Default World Type                        | 1.20.1-4.0.5                 | defaultworldtype.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | cfb8834b6d3d6f2103d846e18f4788fb38911839 | 4075250622     
despawntweaks-forge-1.0.0-1.20.1.jar                                               |               | despawntweaks                          | Despawn Tweaks                            | 1.0.0                        | mixins.despawntweaks.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 2a46154c5b58aa803aca4eb0a0e9682557e4422f | 2704256710     
deuf-1.20.1-1.3.jar                                                                |               | deuf                                   | DEUF - Duplicate Entity UUID Fix          | 1.20.1-1.3                   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 4f96406c6257d46f579a97223e30dd5e93359cfc | 1267037426     
diet-forge-2.1.1+1.20.1.jar                                                        |               | diet                                   | Diet                                      | 2.1.1+1.20.1                 | diet.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | c5f5d5980803259931dfa62236e888fb08ecf70a | 2585483751     
    /META-INF/jarjar/spectrelib-forge-0.13.14+1.20.1.jar                           |               | spectrelib                             | SpectreLib                                | 0.13.14+1.20.1               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
DistantWorlds-Reborn-1.20.1-v1.1.0.1-Beta-Experimental.jar                         | MCreator mod  | distant_worlds                         | Distant Worlds                            | 1.1.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 0d453db4ad6302add3206641fe24fbbb8ac0c24e | 3602178496     
distraction_free_recipes-forge-1.2.1-1.20.1.jar                                    |               | distraction_free_recipes               | Distraction Free Recipes (EMI)            | 1.2.1                        | mixins.distraction_free_recipes.json                                                                                                                                                                                                                                                                                                                                                                                                                                                         | 8cb739a7b1707d535b29a01e8b7d45e31d2874c0 | 900164350      
doubledoors-1.20.1-7.2.jar                                                         |               | doubledoors                            | Double Doors                              | 7.2                          | doubledoors_forge.mixins.json, doubledoors_fabric.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                | e97abe73c78be318584623a5e5b6e311e545da31 | 2972800135     
dragon_mounts_patches-1.0.0.jar                                                    |               | dragon_mounts_patches                  | Dragon Mounts Patches                     | 1.0.0                        | dragon_mounts_patches.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                            | df038b6c6611aca418108828f29101214b43ae87 | 1224257161     
dragonmounts-1.20.1-1.2.3-beta.jar                                                 |               | dragonmounts                           | Dragon Mounts: Legacy                     | 1.2.3-beta                   | dragonmounts.mixins.refmap.json, dragonmounts.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                    | 85017dc6c3b6b0792be6f078f5d3a71d1667b93a | 2240880148     
drippyloadingscreen_forge_3.1.2_MC_1.20.1.jar                                      |               | drippyloadingscreen                    | Drippy Loading Screen                     | 3.1.2                        | drippyloadingscreen.forge.mixins.json, drippyloadingscreen.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                       | 0f4fe368d76572f2af563b90fafea7d75c007d22 | 3138285533     
dummmmmmy-1.20-2.0.12-forge.jar                                                    |               | dummmmmmy                              | MmmMmmMmmMmm                              | 1.20-2.0.11                  | dummmmmmy-common.mixins.json, dummmmmmy.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                          | 3b6da54436955ea2ca6e8891ef69d0f6621ab878 | 2343751397     
Dungeon Now Loading-forge-1.20.1-2.2.jar                                           |               | dungeonnowloading                      | Dungeon Now Loading                       | 2.2                          | dungeonnowloading.mixins.json, dungeonnowloading.forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                           | 6cb812d282be790ebb9314a5b6e6c610ce19d44a | 2092225023     
dungeons_plus-1.20.1-1.5.0.jar                                                     |               | dungeons_plus                          | Dungeons Plus                             | 1.5.0                        | dungeons_plus.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 964aba479a6a9f03dd53dd57ee753a2237910064 | 2855437940     
EasyMagic-v8.0.1-1.20.1-Forge.jar                                                  |               | easymagic                              | Easy Magic                                | 8.0.1                        | easymagic.common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 9bfb5d63ac2e03ecdab8755c968ffa25b799469b | 1186236462     
EasyShulkerBoxes-v8.0.2-1.20.1-Forge.jar                                           |               | easyshulkerboxes                       | Easy Shulker Boxes                        | 8.0.2                        | easyshulkerboxes.common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                          | c5245255c422afa2d627e89bbbf4a2f1d5d721e8 | 2149531480     
    /META-INF/jarjar/puzzlesapi-forge-8.1.6.jar                                    |               | puzzlesapi                             | Puzzles Api                               | 8.1.6                        | puzzlesapi.common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                |                                          |                
        /META-INF/jarjar/puzzlesaccessapi-forge-8.0.9.jar                          |               | puzzlesaccessapi                       | Puzzles Access Api                        | 8.0.9                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
EdivadLib-1.20.1-2.0.1.jar                                                         |               | edivadlib                              | EdivadLib                                 | 2.0.1                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 7c4d3b7f341554e5a09c4fa289519a5d9b090b62 | 2063375693     
eeeabsmobs-1.20.1-0.98.1.jar                                                       |               | eeeabsmobs                             | EEEAB's Mobs                              | 1.20.1-0.98.1                | eeeabsmobs.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 3cb84f3056d2adf5ddc3e8feb5f5e2aa108bb5e9 | 2046857935     
eerreforged-1.20.1-1.0.7.jar                                                       |               | eerreforged                            | Erroring Entity Remover Reforged          | 1.0.7                        | eerreforged.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | ce376dbb9b760a1c2283627d8a9682472f42703b | 3592218690     
Eldritch_End-FORGE-MC1.20.1-0.3.4.jar                                              | via Connector | eldritch_end                           | Eldritch End                              | 0.3.4                        | eldritch_end.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | 4f4be8dac16d25396890283acae6e20a8cced155 | 729206071      
    /META-INF/jars/aaa-particles-1.20.1-1.4.5-fabric.jar                           |               | aaa_particles                          | AAAParticles                              | 1.20.1-1.4.5                 | aaa_particles-common.mixins.json, aaa_particles.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
        /META-INF/jars/architectury-fabric-9.2.14.jar                              |               | architectury                           | Architectury                              | 9.2.14                       | architectury.mixins.json, architectury-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                    |                                          |                
elytraslot-forge-6.4.4+1.20.1.jar                                                  |               | elytraslot                             | Elytra Slot                               | 6.4.4+1.20.1                 | elytraslot-forge-integrations.mixins.json, elytraslot-integrations.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                               | f11443ef3371fa790eb33cba1a517638a3afcb07 | 834094712      
EnchantmentDescriptions-Forge-1.20.1-17.1.21.jar                                   |               | enchdesc                               | EnchantmentDescriptions                   | 17.1.21                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 0328a8350cf0a6d1c44265367a077649088b354b | 3504336343     
endermanoverhaul-forge-1.20.1-1.0.4.jar                                            |               | endermanoverhaul                       | Enderman Overhaul                         | 1.0.4                        | endermanoverhaul.mixins.json, endermanoverhaul-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                            | 636a2b20a5973fcb80016370865cb4251e029b6a | 3681337800     
endersdelight-forge-1.20.1-1.1.3.jar                                               |               | endersdelight                          | Ender's Delight                           | 1.1.3                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | c318ed189e2e39a7770c61618a2f221ceef99359 | 2261303872     
EndingLibrary-1.20.1-2.1.15fix-all.jar                                             |               | ending_library                         | EndingLibrary                             | 2.1.15fix                    | ending_library.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | a4747606cca61acd7b8a1d40c6b8f4da8532d6cb | 3213582454     
    /META-INF/jarjar/playerAnimator-658587-4587214.jar                             |               | playeranimator                         | Player Animator                           | 1.0.2-rc1+1.20               | playerAnimator-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                            |                                          |                
Enhanced-Celestials-forge-1.20.1-5.0.3.2.jar                                       |               | enhancedcelestials                     | Enhanced Celestials                       | 1.20.1-5.0.3.2               | enhancedcelestials.forge.mixins.json, enhancedcelestials.mixins.json, enhancedcelestials_asm.mixins.json                                                                                                                                                                                                                                                                                                                                                                                     | 53cd78df951489f24f0f943f6b169d4d45d96578 | 4166192131     
enhanced_boss_bars-1.20.1-1.0.0.jar                                                |               | enhanced_boss_bars                     | Enhanced Boss Bars                        | 1.20.1-1.0.0                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 8a709553a1eb98792b5db787dc57d132bc5b3971 | 3809100949     
